tipo_crime,bairro,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,idade_suspeito,cluster,status_binario,status_investigacao
Roubo,Espinheiro,Estupro Coletivo,Nenhum,2,3,18,3,0,Arquivado
Homicídio,Afogados,Uso de Arma de Fogo,Arma de Fogo,2,1,36,5,1,Concluído
Tráfico de Drogas,Torre,Emboscada,Explosivos,3,1,15,4,0,Arquivado
Furto,Torre,Crime Cibernético,Explosivos,1,0,37,4,1,Concluído
Roubo,Imbiribeira,Invasão Residencial,Faca,2,1,59,6,0,Arquivado
Ameaça,Torre,Uso de Arma de Fogo,Explosivos,2,3,52,4,1,Concluído
Ameaça,Pina,Assalto a Mão Armada,Objeto Contundente,4,4,30,0,1,Concluído
Tráfico de Drogas,Tamarineira,Estupro Coletivo,Objeto Contundente,2,3,27,7,1,Concluído
Latrocínio,Afogados,Uso de Arma de Fogo,Nenhum,0,0,24,5,0,Arquivado
Homicídio,Tamarineira,Estupro Coletivo,Objeto Contundente,2,0,64,7,0,Arquivado
Latrocínio,Afogados,Estelionato Bancário,Arma de Fogo,1,3,25,5,0,Arquivado
Latrocínio,Casa Forte,Estupro Coletivo,Nenhum,0,2,22,2,0,Arquivado
Estelionato,Santo Amaro,Crime Cibernético,Explosivos,4,4,67,2,0,Arquivado
Tráfico de Drogas,Pina,Arrombamento,Objeto Contundente,2,3,52,0,0,Arquivado
Roubo,Graças,Emboscada,Nenhum,0,4,17,1,1,Concluído
Sequestro,Tamarineira,Crime Cibernético,Nenhum,0,4,56,7,1,Concluído
Tráfico de Drogas,Santo Amaro,Estelionato Bancário,Arma de Fogo,4,1,27,2,0,Arquivado
Ameaça,Torre,Estelionato Bancário,Objeto Contundente,3,3,64,4,1,Concluído
Estelionato,Casa Forte,Assalto a Mão Armada,Nenhum,3,4,19,2,1,Concluído
Homicídio,Casa Forte,Invasão Residencial,Explosivos,1,2,62,2,0,Arquivado
Estupro,Espinheiro,Emboscada,Nenhum,4,0,57,3,0,Arquivado
Tráfico de Drogas,Imbiribeira,Assalto a Mão Armada,Objeto Contundente,3,4,39,6,1,Concluído
Tráfico de Drogas,Santo Amaro,Fraude Online,Nenhum,0,0,47,2,1,Concluído
Homicídio,Boa Viagem,Arrombamento,Objeto Contundente,2,3,24,8,0,Arquivado
Sequestro,Imbiribeira,Uso de Arma de Fogo,Nenhum,2,3,50,6,0,Arquivado
Furto,Casa Forte,Estupro Coletivo,Explosivos,4,4,16,2,0,Arquivado
Furto,Graças,Estupro Coletivo,Nenhum,4,2,42,1,1,Concluído
Ameaça,Graças,Golpe Telefônico,Arma de Fogo,3,3,23,1,1,Concluído
Violência Doméstica,Tamarineira,Uso de Arma de Fogo,Nenhum,0,4,69,7,1,Concluído
Latrocínio,Tamarineira,Fraude Online,Faca,0,3,43,7,1,Concluído
Roubo,Graças,Assalto a Mão Armada,Faca,0,3,20,1,0,Arquivado
Roubo,Torre,Fraude Online,Objeto Contundente,1,4,59,4,1,Concluído
Homicídio,Boa Viagem,Estupro Coletivo,Faca,1,1,15,8,0,Arquivado
Estelionato,Tamarineira,Golpe Telefônico,Nenhum,1,3,54,7,0,Arquivado
Violência Doméstica,Santo Amaro,Emboscada,Nenhum,2,2,21,2,0,Arquivado
Homicídio,Pina,Emboscada,Explosivos,2,3,53,0,0,Arquivado
Latrocínio,Torre,Emboscada,Nenhum,4,0,14,4,1,Concluído
Ameaça,Torre,Estelionato Bancário,Nenhum,0,4,35,4,0,Arquivado
Roubo,Graças,Uso de Arma de Fogo,Explosivos,2,2,38,1,1,Concluído
Sequestro,Boa Viagem,Estelionato Bancário,Faca,2,3,47,8,0,Arquivado
Estupro,Espinheiro,Invasão Residencial,Nenhum,4,3,19,3,1,Concluído
Roubo,Imbiribeira,Arrombamento,Arma de Fogo,0,2,26,6,0,Arquivado
Homicídio,Santo Amaro,Emboscada,Faca,3,0,35,2,0,Arquivado
Estelionato,Santo Amaro,Estelionato Bancário,Objeto Contundente,2,2,47,2,0,Arquivado
Homicídio,Santo Amaro,Emboscada,Explosivos,3,1,26,2,0,Arquivado
Violência Doméstica,Santo Amaro,Invasão Residencial,Nenhum,0,4,69,2,1,Concluído
Homicídio,Boa Viagem,Estelionato Bancário,Nenhum,2,0,33,8,1,Concluído
Sequestro,Pina,Uso de Arma de Fogo,Arma de Fogo,2,2,18,0,0,Arquivado
Ameaça,Torre,Estelionato Bancário,Faca,0,1,20,4,1,Concluído
Ameaça,Afogados,Emboscada,Explosivos,2,1,31,5,0,Arquivado
Tráfico de Drogas,Afogados,Golpe Telefônico,Arma de Fogo,2,0,54,5,1,Concluído
Estupro,Tamarineira,Arrombamento,Arma de Fogo,0,1,62,7,0,Arquivado
Estelionato,Santo Amaro,Crime Cibernético,Faca,2,3,36,2,1,Concluído
Violência Doméstica,Afogados,Estelionato Bancário,Nenhum,0,0,54,5,1,Concluído
Violência Doméstica,Afogados,Estupro Coletivo,Explosivos,2,2,61,5,0,Arquivado
Latrocínio,Afogados,Invasão Residencial,Faca,0,2,51,5,1,Concluído
Latrocínio,Pina,Emboscada,Explosivos,1,1,22,0,0,Arquivado
Sequestro,Imbiribeira,Fraude Online,Objeto Contundente,0,4,28,6,1,Concluído
Furto,Graças,Invasão Residencial,Nenhum,2,3,18,1,1,Concluído
Ameaça,Afogados,Arrombamento,Faca,3,4,54,5,1,Concluído
Estelionato,Torre,Invasão Residencial,Objeto Contundente,3,1,23,4,1,Concluído
Violência Doméstica,Torre,Invasão Residencial,Nenhum,1,3,30,4,1,Concluído
Ameaça,Torre,Uso de Arma de Fogo,Arma de Fogo,2,3,65,4,0,Arquivado
Latrocínio,Tamarineira,Invasão Residencial,Arma de Fogo,2,4,55,7,1,Concluído
Furto,Imbiribeira,Emboscada,Nenhum,2,2,31,6,0,Arquivado
Furto,Casa Forte,Golpe Telefônico,Faca,3,1,63,2,0,Arquivado
Estupro,Torre,Estelionato Bancário,Nenhum,2,3,60,4,0,Arquivado
Latrocínio,Espinheiro,Crime Cibernético,Objeto Contundente,4,4,59,3,1,Concluído
Ameaça,Pina,Estupro Coletivo,Arma de Fogo,0,4,22,0,0,Arquivado
Estelionato,Casa Forte,Crime Cibernético,Objeto Contundente,4,1,56,2,1,Concluído
Latrocínio,Torre,Emboscada,Objeto Contundente,3,0,31,4,0,Arquivado
Ameaça,Espinheiro,Crime Cibernético,Explosivos,4,3,21,3,1,Concluído
Homicídio,Casa Forte,Arrombamento,Arma de Fogo,2,0,20,2,0,Arquivado
Tráfico de Drogas,Espinheiro,Emboscada,Objeto Contundente,1,1,61,3,0,Arquivado
Estupro,Casa Forte,Invasão Residencial,Faca,1,3,67,2,0,Arquivado
Estelionato,Imbiribeira,Crime Cibernético,Faca,3,3,32,6,0,Arquivado
Sequestro,Pina,Golpe Telefônico,Arma de Fogo,1,4,36,0,1,Concluído
Roubo,Afogados,Fraude Online,Arma de Fogo,2,1,32,5,0,Arquivado
Estupro,Tamarineira,Fraude Online,Nenhum,2,4,36,7,1,Concluído
Latrocínio,Torre,Estelionato Bancário,Objeto Contundente,4,0,51,4,1,Concluído
Latrocínio,Santo Amaro,Uso de Arma de Fogo,Objeto Contundente,0,4,38,2,0,Arquivado
Furto,Pina,Estupro Coletivo,Nenhum,1,4,66,0,1,Concluído
Estupro,Torre,Arrombamento,Objeto Contundente,3,3,24,4,1,Concluído
Latrocínio,Afogados,Assalto a Mão Armada,Arma de Fogo,4,3,65,5,0,Arquivado
Ameaça,Tamarineira,Invasão Residencial,Explosivos,3,0,44,7,1,Concluído
Ameaça,Boa Viagem,Crime Cibernético,Explosivos,3,0,42,8,0,Arquivado
Tráfico de Drogas,Boa Viagem,Invasão Residencial,Nenhum,0,2,26,8,1,Concluído
Estelionato,Espinheiro,Assalto a Mão Armada,Faca,0,1,15,3,0,Arquivado
Estupro,Espinheiro,Invasão Residencial,Objeto Contundente,4,4,48,3,0,Arquivado
Tráfico de Drogas,Pina,Assalto a Mão Armada,Objeto Contundente,3,4,49,0,1,Concluído
Homicídio,Graças,Emboscada,Faca,3,3,50,1,1,Concluído
Estelionato,Espinheiro,Invasão Residencial,Explosivos,1,2,29,3,0,Arquivado
Tráfico de Drogas,Casa Forte,Crime Cibernético,Faca,4,1,24,2,0,Arquivado
Roubo,Imbiribeira,Uso de Arma de Fogo,Arma de Fogo,4,2,35,6,0,Arquivado
Roubo,Boa Viagem,Crime Cibernético,Arma de Fogo,4,4,30,8,1,Concluído
Estupro,Graças,Golpe Telefônico,Arma de Fogo,1,2,52,1,1,Concluído
Latrocínio,Boa Viagem,Uso de Arma de Fogo,Nenhum,0,1,17,8,0,Arquivado
Tráfico de Drogas,Tamarineira,Emboscada,Faca,1,1,15,7,0,Arquivado
Roubo,Espinheiro,Invasão Residencial,Faca,4,2,29,3,1,Concluído
Estelionato,Santo Amaro,Fraude Online,Arma de Fogo,2,1,52,2,1,Concluído
Roubo,Tamarineira,Estelionato Bancário,Arma de Fogo,1,4,63,7,0,Arquivado
Latrocínio,Boa Viagem,Golpe Telefônico,Arma de Fogo,3,4,24,8,0,Arquivado
Roubo,Imbiribeira,Crime Cibernético,Arma de Fogo,4,4,48,6,1,Concluído
Furto,Boa Viagem,Crime Cibernético,Objeto Contundente,2,2,55,8,0,Arquivado
Ameaça,Imbiribeira,Golpe Telefônico,Objeto Contundente,0,2,56,6,1,Concluído
Violência Doméstica,Pina,Uso de Arma de Fogo,Objeto Contundente,4,2,40,0,1,Concluído
Roubo,Torre,Assalto a Mão Armada,Arma de Fogo,4,1,61,4,0,Arquivado
Estelionato,Afogados,Estelionato Bancário,Nenhum,4,1,24,5,1,Concluído
Estupro,Imbiribeira,Crime Cibernético,Arma de Fogo,2,2,37,6,0,Arquivado
Estupro,Graças,Estupro Coletivo,Objeto Contundente,4,1,68,1,0,Arquivado
Estelionato,Torre,Estelionato Bancário,Arma de Fogo,2,2,59,4,1,Concluído
Homicídio,Tamarineira,Golpe Telefônico,Nenhum,0,0,53,7,1,Concluído
Estupro,Tamarineira,Emboscada,Faca,0,1,27,7,0,Arquivado
Ameaça,Torre,Uso de Arma de Fogo,Explosivos,1,1,50,4,1,Concluído
Estelionato,Torre,Crime Cibernético,Nenhum,2,2,14,4,0,Arquivado
Estupro,Pina,Assalto a Mão Armada,Arma de Fogo,1,3,26,0,1,Concluído
Furto,Torre,Estelionato Bancário,Faca,2,0,32,4,1,Concluído
Furto,Graças,Golpe Telefônico,Nenhum,0,1,18,1,1,Concluído
Sequestro,Santo Amaro,Crime Cibernético,Objeto Contundente,0,4,48,2,0,Arquivado
Ameaça,Pina,Assalto a Mão Armada,Nenhum,0,1,28,0,1,Concluído
Ameaça,Boa Viagem,Fraude Online,Objeto Contundente,2,4,46,8,1,Concluído
Tráfico de Drogas,Torre,Crime Cibernético,Explosivos,3,4,18,4,1,Concluído
Homicídio,Espinheiro,Uso de Arma de Fogo,Explosivos,3,1,68,3,0,Arquivado
Violência Doméstica,Graças,Emboscada,Explosivos,2,1,58,1,1,Concluído
Furto,Santo Amaro,Uso de Arma de Fogo,Nenhum,3,1,63,2,1,Concluído
Violência Doméstica,Imbiribeira,Estupro Coletivo,Explosivos,4,0,44,6,1,Concluído
Estupro,Santo Amaro,Invasão Residencial,Explosivos,0,2,36,2,1,Concluído
Roubo,Santo Amaro,Golpe Telefônico,Faca,0,2,29,2,1,Concluído
Roubo,Torre,Uso de Arma de Fogo,Explosivos,4,1,28,4,1,Concluído
Tráfico de Drogas,Boa Viagem,Estelionato Bancário,Explosivos,4,1,54,8,0,Arquivado
Roubo,Santo Amaro,Assalto a Mão Armada,Objeto Contundente,1,3,35,2,1,Concluído
Sequestro,Espinheiro,Estupro Coletivo,Objeto Contundente,2,0,17,3,1,Concluído
Latrocínio,Afogados,Fraude Online,Objeto Contundente,4,2,67,5,0,Arquivado
Roubo,Espinheiro,Estupro Coletivo,Explosivos,0,4,36,3,0,Arquivado
Tráfico de Drogas,Pina,Crime Cibernético,Arma de Fogo,4,1,15,0,1,Concluído
Estelionato,Tamarineira,Crime Cibernético,Explosivos,0,2,49,7,0,Arquivado
Roubo,Imbiribeira,Crime Cibernético,Faca,1,0,59,6,1,Concluído
Roubo,Graças,Estelionato Bancário,Arma de Fogo,0,3,30,1,1,Concluído
Latrocínio,Graças,Crime Cibernético,Arma de Fogo,2,1,32,1,0,Arquivado
Homicídio,Afogados,Assalto a Mão Armada,Arma de Fogo,4,2,28,5,1,Concluído
Ameaça,Santo Amaro,Fraude Online,Nenhum,1,2,24,2,0,Arquivado
Tráfico de Drogas,Espinheiro,Uso de Arma de Fogo,Nenhum,0,0,52,3,0,Arquivado
Latrocínio,Pina,Estupro Coletivo,Explosivos,4,2,21,0,1,Concluído
Furto,Espinheiro,Emboscada,Arma de Fogo,0,3,65,3,0,Arquivado
Homicídio,Imbiribeira,Assalto a Mão Armada,Nenhum,3,3,45,6,0,Arquivado
Sequestro,Tamarineira,Golpe Telefônico,Objeto Contundente,0,1,26,7,1,Concluído
Violência Doméstica,Boa Viagem,Estupro Coletivo,Objeto Contundente,3,3,58,8,1,Concluído
Violência Doméstica,Pina,Assalto a Mão Armada,Explosivos,0,4,50,0,0,Arquivado
Ameaça,Graças,Crime Cibernético,Faca,3,4,46,1,1,Concluído
Sequestro,Boa Viagem,Emboscada,Faca,0,3,42,8,0,Arquivado
Latrocínio,Santo Amaro,Crime Cibernético,Nenhum,2,2,51,2,1,Concluído
Homicídio,Imbiribeira,Crime Cibernético,Arma de Fogo,4,4,39,6,0,Arquivado
Latrocínio,Espinheiro,Estupro Coletivo,Faca,3,2,25,3,1,Concluído
Estelionato,Imbiribeira,Fraude Online,Objeto Contundente,1,0,55,6,0,Arquivado
Homicídio,Imbiribeira,Estupro Coletivo,Faca,1,4,21,6,1,Concluído
Furto,Boa Viagem,Fraude Online,Objeto Contundente,1,4,30,8,1,Concluído
Roubo,Espinheiro,Arrombamento,Nenhum,1,1,62,3,0,Arquivado
Tráfico de Drogas,Santo Amaro,Fraude Online,Nenhum,0,3,40,2,1,Concluído
Furto,Afogados,Emboscada,Faca,3,2,66,5,1,Concluído
Latrocínio,Tamarineira,Invasão Residencial,Arma de Fogo,3,2,42,7,0,Arquivado
Tráfico de Drogas,Pina,Estelionato Bancário,Nenhum,2,2,37,0,0,Arquivado
Latrocínio,Pina,Arrombamento,Nenhum,0,2,40,0,0,Arquivado
Tráfico de Drogas,Boa Viagem,Estupro Coletivo,Faca,2,4,36,8,0,Arquivado
Violência Doméstica,Torre,Estelionato Bancário,Arma de Fogo,2,4,51,4,1,Concluído
Roubo,Imbiribeira,Arrombamento,Arma de Fogo,0,2,34,6,0,Arquivado
Furto,Torre,Estupro Coletivo,Arma de Fogo,3,3,20,4,0,Arquivado
Homicídio,Pina,Invasão Residencial,Explosivos,2,2,28,0,1,Concluído
Estupro,Santo Amaro,Emboscada,Faca,1,1,26,2,0,Arquivado
Roubo,Imbiribeira,Estupro Coletivo,Nenhum,4,3,69,6,1,Concluído
Furto,Pina,Emboscada,Objeto Contundente,3,2,63,0,0,Arquivado
Furto,Afogados,Fraude Online,Faca,2,0,39,5,1,Concluído
Estupro,Boa Viagem,Uso de Arma de Fogo,Explosivos,3,4,42,8,0,Arquivado
Estupro,Espinheiro,Emboscada,Objeto Contundente,1,0,36,3,1,Concluído
Latrocínio,Pina,Uso de Arma de Fogo,Nenhum,3,3,57,0,1,Concluído
Estupro,Imbiribeira,Emboscada,Explosivos,2,3,16,6,1,Concluído
Tráfico de Drogas,Imbiribeira,Golpe Telefônico,Arma de Fogo,4,1,53,6,0,Arquivado
Estelionato,Santo Amaro,Golpe Telefônico,Objeto Contundente,0,1,47,2,0,Arquivado
Violência Doméstica,Afogados,Assalto a Mão Armada,Arma de Fogo,3,3,41,5,0,Arquivado
Latrocínio,Afogados,Invasão Residencial,Explosivos,0,0,45,5,0,Arquivado
Homicídio,Tamarineira,Uso de Arma de Fogo,Objeto Contundente,1,3,15,7,0,Arquivado
Homicídio,Torre,Estelionato Bancário,Nenhum,0,2,27,4,0,Arquivado
Sequestro,Pina,Assalto a Mão Armada,Objeto Contundente,4,1,17,0,0,Arquivado
Furto,Tamarineira,Arrombamento,Arma de Fogo,0,1,23,7,0,Arquivado
Tráfico de Drogas,Casa Forte,Arrombamento,Nenhum,3,1,17,2,1,Concluído
Latrocínio,Tamarineira,Uso de Arma de Fogo,Nenhum,1,2,23,7,1,Concluído
Violência Doméstica,Espinheiro,Emboscada,Arma de Fogo,2,0,69,3,1,Concluído
Furto,Pina,Crime Cibernético,Nenhum,4,0,60,0,0,Arquivado
Ameaça,Afogados,Assalto a Mão Armada,Nenhum,3,4,59,5,0,Arquivado
Homicídio,Graças,Uso de Arma de Fogo,Faca,4,0,28,1,0,Arquivado
Estupro,Santo Amaro,Arrombamento,Nenhum,1,3,62,2,1,Concluído
Estelionato,Casa Forte,Assalto a Mão Armada,Arma de Fogo,4,3,37,2,1,Concluído
Furto,Boa Viagem,Assalto a Mão Armada,Nenhum,3,0,53,8,0,Arquivado
Furto,Casa Forte,Golpe Telefônico,Faca,2,2,20,2,1,Concluído
Estelionato,Santo Amaro,Estelionato Bancário,Arma de Fogo,4,4,67,2,0,Arquivado
Latrocínio,Torre,Invasão Residencial,Nenhum,2,3,20,4,1,Concluído
Furto,Tamarineira,Emboscada,Arma de Fogo,0,2,47,7,1,Concluído
Furto,Graças,Estelionato Bancário,Explosivos,3,2,63,1,1,Concluído
Ameaça,Santo Amaro,Emboscada,Explosivos,4,1,14,2,1,Concluído
Ameaça,Casa Forte,Estelionato Bancário,Nenhum,1,1,41,2,0,Arquivado
Estupro,Santo Amaro,Crime Cibernético,Explosivos,0,3,39,2,0,Arquivado
Homicídio,Imbiribeira,Emboscada,Explosivos,2,1,20,6,1,Concluído
Estupro,Casa Forte,Crime Cibernético,Objeto Contundente,1,0,41,2,0,Arquivado
Sequestro,Espinheiro,Uso de Arma de Fogo,Faca,4,0,67,3,0,Arquivado
Violência Doméstica,Graças,Estelionato Bancário,Nenhum,1,2,50,1,0,Arquivado
Estupro,Espinheiro,Estelionato Bancário,Arma de Fogo,2,3,66,3,0,Arquivado
Homicídio,Afogados,Fraude Online,Faca,3,2,21,5,1,Concluído
Sequestro,Graças,Emboscada,Objeto Contundente,1,4,43,1,1,Concluído
Violência Doméstica,Imbiribeira,Uso de Arma de Fogo,Arma de Fogo,0,4,57,6,1,Concluído
Sequestro,Torre,Golpe Telefônico,Objeto Contundente,0,4,18,4,0,Arquivado
Violência Doméstica,Tamarineira,Fraude Online,Arma de Fogo,1,2,28,7,1,Concluído
Tráfico de Drogas,Imbiribeira,Uso de Arma de Fogo,Nenhum,0,0,41,6,1,Concluído
Homicídio,Graças,Crime Cibernético,Nenhum,3,1,58,1,0,Arquivado
Estelionato,Espinheiro,Invasão Residencial,Nenhum,2,0,43,3,0,Arquivado
Furto,Pina,Assalto a Mão Armada,Nenhum,0,2,16,0,1,Concluído
Sequestro,Afogados,Golpe Telefônico,Objeto Contundente,4,4,66,5,1,Concluído
Latrocínio,Tamarineira,Fraude Online,Arma de Fogo,2,3,51,7,0,Arquivado
Estupro,Imbiribeira,Estupro Coletivo,Nenhum,2,2,23,6,0,Arquivado
Homicídio,Casa Forte,Assalto a Mão Armada,Objeto Contundente,2,0,37,2,0,Arquivado
Estupro,Pina,Invasão Residencial,Arma de Fogo,1,4,65,0,1,Concluído
Roubo,Casa Forte,Golpe Telefônico,Explosivos,1,3,37,2,1,Concluído
Furto,Santo Amaro,Arrombamento,Arma de Fogo,0,1,36,2,1,Concluído
Estelionato,Espinheiro,Uso de Arma de Fogo,Objeto Contundente,1,3,24,3,0,Arquivado
Violência Doméstica,Pina,Invasão Residencial,Explosivos,4,4,38,0,0,Arquivado
Estupro,Casa Forte,Uso de Arma de Fogo,Explosivos,4,3,15,2,1,Concluído
Estupro,Santo Amaro,Emboscada,Explosivos,1,3,64,2,0,Arquivado
Estupro,Tamarineira,Estupro Coletivo,Arma de Fogo,2,3,32,7,1,Concluído
Estelionato,Boa Viagem,Estelionato Bancário,Objeto Contundente,2,4,38,8,0,Arquivado
Latrocínio,Imbiribeira,Emboscada,Faca,4,3,32,6,1,Concluído
Roubo,Pina,Uso de Arma de Fogo,Nenhum,2,3,31,0,0,Arquivado
Violência Doméstica,Casa Forte,Uso de Arma de Fogo,Faca,2,2,30,2,0,Arquivado
Latrocínio,Torre,Estupro Coletivo,Objeto Contundente,3,3,55,4,1,Concluído
Sequestro,Santo Amaro,Assalto a Mão Armada,Faca,2,0,33,2,0,Arquivado
Ameaça,Graças,Crime Cibernético,Objeto Contundente,1,1,31,1,1,Concluído
Homicídio,Santo Amaro,Invasão Residencial,Explosivos,1,4,42,2,0,Arquivado
Homicídio,Tamarineira,Estupro Coletivo,Nenhum,3,4,29,7,0,Arquivado
Ameaça,Imbiribeira,Arrombamento,Faca,0,2,43,6,1,Concluído
Tráfico de Drogas,Torre,Fraude Online,Objeto Contundente,3,2,57,4,1,Concluído
Sequestro,Espinheiro,Golpe Telefônico,Arma de Fogo,1,4,26,3,1,Concluído
Furto,Pina,Crime Cibernético,Arma de Fogo,1,0,59,0,0,Arquivado
Homicídio,Espinheiro,Golpe Telefônico,Faca,2,2,66,3,1,Concluído
Tráfico de Drogas,Graças,Assalto a Mão Armada,Faca,1,2,41,1,0,Arquivado
Estelionato,Pina,Invasão Residencial,Explosivos,2,3,64,0,0,Arquivado
Violência Doméstica,Tamarineira,Fraude Online,Arma de Fogo,1,2,39,7,1,Concluído
Sequestro,Tamarineira,Golpe Telefônico,Faca,3,0,48,7,1,Concluído
Roubo,Casa Forte,Uso de Arma de Fogo,Nenhum,1,0,57,2,1,Concluído
Violência Doméstica,Graças,Invasão Residencial,Objeto Contundente,1,2,28,1,1,Concluído
Furto,Graças,Estelionato Bancário,Nenhum,3,2,69,1,1,Concluído
Ameaça,Boa Viagem,Emboscada,Explosivos,3,3,53,8,0,Arquivado
Estupro,Espinheiro,Estelionato Bancário,Nenhum,3,3,66,3,1,Concluído
Estupro,Boa Viagem,Crime Cibernético,Faca,4,4,35,8,0,Arquivado
Estelionato,Boa Viagem,Uso de Arma de Fogo,Explosivos,4,0,25,8,1,Concluído
Homicídio,Tamarineira,Fraude Online,Faca,2,0,64,7,1,Concluído
Homicídio,Espinheiro,Uso de Arma de Fogo,Objeto Contundente,3,0,46,3,1,Concluído
Tráfico de Drogas,Graças,Emboscada,Explosivos,1,1,17,1,1,Concluído
Tráfico de Drogas,Tamarineira,Golpe Telefônico,Arma de Fogo,4,3,18,7,1,Concluído
Violência Doméstica,Torre,Invasão Residencial,Objeto Contundente,3,0,33,4,0,Arquivado
Sequestro,Graças,Emboscada,Arma de Fogo,2,4,56,1,1,Concluído
Latrocínio,Graças,Emboscada,Arma de Fogo,2,4,51,1,0,Arquivado
Latrocínio,Boa Viagem,Emboscada,Arma de Fogo,2,3,52,8,0,Arquivado
Estelionato,Graças,Assalto a Mão Armada,Arma de Fogo,3,4,50,1,0,Arquivado
Sequestro,Tamarineira,Invasão Residencial,Nenhum,4,3,41,7,1,Concluído
Latrocínio,Pina,Crime Cibernético,Objeto Contundente,1,0,68,0,0,Arquivado
Ameaça,Casa Forte,Uso de Arma de Fogo,Objeto Contundente,2,2,40,2,1,Concluído
Latrocínio,Afogados,Emboscada,Objeto Contundente,1,4,23,5,1,Concluído
Furto,Imbiribeira,Invasão Residencial,Objeto Contundente,3,2,42,6,0,Arquivado
Tráfico de Drogas,Pina,Uso de Arma de Fogo,Objeto Contundente,4,0,23,0,0,Arquivado
Homicídio,Torre,Fraude Online,Faca,2,3,66,4,0,Arquivado
Ameaça,Pina,Assalto a Mão Armada,Objeto Contundente,0,4,15,0,0,Arquivado
Violência Doméstica,Graças,Crime Cibernético,Arma de Fogo,3,4,60,1,1,Concluído
Latrocínio,Santo Amaro,Invasão Residencial,Nenhum,4,0,15,2,1,Concluído
Roubo,Espinheiro,Emboscada,Nenhum,4,3,69,3,0,Arquivado
Ameaça,Espinheiro,Estupro Coletivo,Faca,4,1,61,3,0,Arquivado
Ameaça,Boa Viagem,Invasão Residencial,Explosivos,1,4,69,8,1,Concluído
Estupro,Santo Amaro,Estupro Coletivo,Explosivos,4,2,64,2,0,Arquivado
Sequestro,Imbiribeira,Crime Cibernético,Nenhum,2,3,31,6,1,Concluído
Tráfico de Drogas,Espinheiro,Uso de Arma de Fogo,Objeto Contundente,2,1,14,3,1,Concluído
Latrocínio,Afogados,Invasão Residencial,Nenhum,1,1,65,5,1,Concluído
Latrocínio,Graças,Emboscada,Nenhum,1,3,66,1,1,Concluído
Ameaça,Santo Amaro,Invasão Residencial,Faca,0,0,63,2,0,Arquivado
Furto,Afogados,Estelionato Bancário,Arma de Fogo,4,3,47,5,1,Concluído
Sequestro,Casa Forte,Emboscada,Objeto Contundente,3,2,68,2,1,Concluído
Estupro,Boa Viagem,Fraude Online,Arma de Fogo,0,3,21,8,0,Arquivado
Sequestro,Espinheiro,Estelionato Bancário,Explosivos,3,2,62,3,0,Arquivado
Roubo,Casa Forte,Emboscada,Arma de Fogo,1,1,30,2,0,Arquivado
Roubo,Pina,Estupro Coletivo,Objeto Contundente,0,3,39,0,1,Concluído
Homicídio,Torre,Golpe Telefônico,Faca,4,2,36,4,1,Concluído
Estelionato,Pina,Assalto a Mão Armada,Nenhum,4,0,50,0,1,Concluído
Violência Doméstica,Tamarineira,Uso de Arma de Fogo,Arma de Fogo,3,2,23,7,0,Arquivado
Sequestro,Pina,Golpe Telefônico,Arma de Fogo,1,3,41,0,1,Concluído
Ameaça,Torre,Estupro Coletivo,Nenhum,0,1,15,4,1,Concluído
Homicídio,Imbiribeira,Arrombamento,Arma de Fogo,2,3,36,6,0,Arquivado
Estelionato,Espinheiro,Arrombamento,Explosivos,2,0,45,3,0,Arquivado
Estelionato,Tamarineira,Estupro Coletivo,Explosivos,2,0,69,7,0,Arquivado
Homicídio,Pina,Arrombamento,Explosivos,1,4,28,0,0,Arquivado
Estelionato,Santo Amaro,Invasão Residencial,Faca,4,4,56,2,0,Arquivado
Sequestro,Imbiribeira,Estelionato Bancário,Objeto Contundente,2,2,35,6,0,Arquivado
Sequestro,Afogados,Assalto a Mão Armada,Nenhum,3,2,21,5,0,Arquivado
Ameaça,Torre,Crime Cibernético,Nenhum,4,3,52,4,0,Arquivado
Homicídio,Graças,Crime Cibernético,Explosivos,3,0,14,1,1,Concluído
Latrocínio,Espinheiro,Estupro Coletivo,Explosivos,2,3,60,3,0,Arquivado
Roubo,Imbiribeira,Estupro Coletivo,Objeto Contundente,3,2,60,6,1,Concluído
Violência Doméstica,Boa Viagem,Uso de Arma de Fogo,Objeto Contundente,2,1,49,8,1,Concluído
Roubo,Torre,Uso de Arma de Fogo,Faca,1,3,47,4,1,Concluído
Latrocínio,Graças,Emboscada,Faca,1,3,67,1,0,Arquivado
Sequestro,Graças,Emboscada,Arma de Fogo,2,1,66,1,0,Arquivado
Violência Doméstica,Casa Forte,Emboscada,Nenhum,4,2,19,2,0,Arquivado
Ameaça,Graças,Arrombamento,Arma de Fogo,1,3,39,1,1,Concluído
Sequestro,Pina,Uso de Arma de Fogo,Objeto Contundente,1,4,20,0,0,Arquivado
Sequestro,Boa Viagem,Crime Cibernético,Nenhum,1,4,38,8,1,Concluído
Roubo,Torre,Assalto a Mão Armada,Nenhum,0,1,63,4,1,Concluído
Latrocínio,Santo Amaro,Estelionato Bancário,Explosivos,0,3,33,2,1,Concluído
Furto,Torre,Emboscada,Objeto Contundente,3,2,45,4,0,Arquivado
Latrocínio,Espinheiro,Fraude Online,Nenhum,1,4,60,3,0,Arquivado
